2019_03_05_07_28_20_000_010002-trim1371-stacked_jpg.rf.7043148fd5624cad816d4457a782703d.jpg,224,224,meteorite,162,96,176,105
2018_12_26_08_20_27_000_010005-trim0569-stacked_jpg.rf.6dedd9e7bcb507866068d00860436ed5.jpg,224,224,meteorite,71,83,77,94
2019_02_10_06_32_41_000_010006-trim-837-HD-meteor-stacked-obj_jpg.rf.71704acfa8cdec906cc121883d494971.jpg,224,224,meteorite,1,191,8,212
2019_02_04_03_14_10_000_010003-trim-964-HD-meteor_jpg.rf.6e5e0d3c5b4f0d083c6a73692e4ce44a.jpg,224,224,meteorite,211,61,214,100
2019_03_06_06_13_17_000_010005-trim-440-HD-meteor-crop-stacked_jpg.rf.6e57904a6c603824340112b44b47b252.jpg,224,224,meteorite,91,80,143,144
2019_02_10_06_32_41_000_010006-trim-837-HD-meteor-stacked-obj_jpg.rf.6d33531dd0acc3ff0d1a3e724dd64de2.jpg,224,224,meteorite,216,191,223,212
2019_01_07_08_20_41_000_010004-trim0900-stacked_jpg.rf.6fb0961d86a2fbe57eb5c9f374838306.jpg,224,224,meteorite,150,164,169,194
2019_01_07_08_20_41_000_010004-trim0900-stacked_jpg.rf.6fb0961d86a2fbe57eb5c9f374838306.jpg,224,224,meteorite,195,195,203,210
2019_02_26_02_02_24_000_010006-trim-1222-HD-meteor-stacked_jpg.rf.6f82781f366bb1b5fb3aaeca4db714cb.jpg,224,224,meteorite,211,37,223,50
2019_02_14_09_06_30_000_010003-trim-384-HD-meteor-stacked-obj_jpg.rf.6d2a19d87b576fb63281be9f48b75e47.jpg,224,224,meteorite,4,160,23,200
2019_01_12_08_36_41_000_010002-trim0655-stacked_jpg.rf.6d981eb8e93d8e34eaee07dabd3c7b01.jpg,224,224,meteorite,113,147,128,163
2019_03_12_05_48_35_000_010004-trim0625-HD-meteor-stacked_jpg.rf.7185003c444803dc5476bfafe2ee9d05.jpg,224,224,meteorite,55,115,62,140
2019_03_12_05_48_35_000_010004-trim0625-HD-meteor-stacked_jpg.rf.7185003c444803dc5476bfafe2ee9d05.jpg,224,224,meteorite,143,62,156,66
2019_03_07_01_20_08_000_010003-trim-731-HD-meteor-stacked_jpg.rf.706344c1b4cd78507da89d531a2975c2.jpg,224,224,meteorite,87,145,99,179
2019_02_27_07_01_22_000_010003-trim1052-stacked_jpg.rf.718759a12e4d581bf18240e71231d90f.jpg,224,224,meteorite,193,150,209,190
2019_02_04_01_57_55_000_010001-trim-498-HD-meteor_jpg.rf.71dabd436cf95ef09258b8b5a66c3e4f.jpg,224,224,meteorite,172,7,182,15
2019_02_25_03_21_14_000_010001-trim-1-HD-meteor-stacked_jpg.rf.71d28bf16a9244bef4810431bf55bb44.jpg,224,224,meteorite,86,91,93,99
